from,to,from_id,to_id,outflow 17-24,outflow 24-may1,above normal_0,outflow 17-24,outflow 24-may1,above normal_5,outflow 17-24,outflow 24-may1,above normal_10,outflow 17-24,outflow 24-may1,above normal_15,outflow 17-24,outflow 24-may1,above normal_20
Baitadi,Parbat,3,51,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2
Baitadi,Parsa,3,52,5,7,2,5,7,2,5,7,2,5,7,2,5,7,2
Baitadi,Pyuthan,3,53,6,8,2,6,8,2,6,8,2,6,8,2,6,8,2
Baitadi,Ramechhap,3,54,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2
Baitadi,Rasuwa,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baitadi,Rautahat,3,56,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3
Baitadi,Rolpa,3,57,2,7,5,2,7,5,2,7,5,2,7,5,2,7,5
Baitadi,Rukum,3,58,4,6,2,4,6,2,4,6,2,4,6,2,4,6,2
Baitadi,Rupandehi,3,59,16,38,22,16,38,22,16,38,22,16,38,22,16,38,22
Baitadi,Salyan,3,60,8,2,-6,8,2,-6,8,2,-6,8,2,-6,8,2,-6
Baitadi,Sankhuwasabha,3,61,2,1,-1,2,1,-1,2,1,-1,2,1,-1,2,1,-1
Baitadi,Saptari,3,62,5,8,3,5,8,3,5,8,3,5,8,3,5,8,3
Baitadi,Sarlahi,3,63,6,4,-2,6,4,-2,6,4,-2,6,4,-2,6,4,-2
Baitadi,Sindhuli,3,64,3,5,2,3,5,2,3,5,2,3,5,2,3,5,2
Baitadi,Sindhupalchok,3,65,1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,0,-1
Baitadi,Siraha,3,66,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3
Baitadi,Solukhumbu,3,67,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Baitadi,Sunsari,3,68,6,7,1,6,7,1,6,7,1,6,7,1,6,7,1
Baitadi,Surkhet,3,69,20,40,20,20,40,20,20,40,20,20,40,20,20,40,20
Baitadi,Syangja,3,70,6,11,5,6,11,5,6,11,5,6,11,5,6,11,5
Baitadi,Tanahu,3,71,0,8,8,0,8,8,0,8,8,0,8,8,0,8,8
Baitadi,Taplejung,3,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baitadi,Terhathum,3,73,1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,0,-1
Baitadi,Udayapur,3,74,1,4,3,1,4,3,1,4,3,1,4,3,1,4,3
Bajhang,Achham,4,0,1,5,4,1,5,4,1,5,4,1,5,4,1,5,4
Bajhang,Arghakhanchi,4,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Bajhang,Baglung,4,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2
Bajhang,Baitadi,4,3,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0
Bajhang,Bajhang,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Bajura,4,5,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5
Bajhang,Banke,4,6,2,9,7,2,9,7,2,9,7,2,9,7,2,9,7
Bajhang,Bara,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Bardiya,4,8,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1
Bajhang,Bhaktapur,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Bhojpur,4,10,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Bajhang,Chitawan,4,11,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Bajhang,Dadeldhura,4,12,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5
Bajhang,Dailekh,4,13,2,0,-2,2,0,-2,2,0,-2,2,0,-2,2,0,-2
Bajhang,Dang,4,14,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
Bajhang,Darchula,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Dhading,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Dhankuta,4,17,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1
Bajhang,Dhanusha,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Dolakha,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Dolpa,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Doti,4,21,3,2,-1,3,2,-1,3,2,-1,3,2,-1,3,2,-1
Bajhang,Gorkha,4,22,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3
Bajhang,Gulmi,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Humla,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Ilam,4,25,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Bajhang,Jajarkot,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Jhapa,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Jumla,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Kabhrepalanchok,4,29,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
Bajhang,Kailali,4,30,22,64,42,22,64,42,22,64,42,22,64,42,22,64,42
Bajhang,Kalikot,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Kanchanpur,4,32,18,50,32,18,50,32,18,50,32,18,50,32,18,50,32
Bajhang,Kapilbastu,4,33,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Bajhang,Kaski,4,34,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2
Bajhang,Kathmandu,4,35,11,19,8,11,19,8,11,19,8,11,19,8,11,19,8
Bajhang,Khotang,4,36,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Bajhang,Lalitpur,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Lamjung,4,38,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Bajhang,Mahottari,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Makawanpur,4,40,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2
Bajhang,Manang,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Morang,4,42,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Bajhang,Mugu,4,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Mustang,4,44,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Bajhang,Myagdi,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Nawalparasi,4,46,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1
Bajhang,Nuwakot,4,47,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Bajhang,Okhaldhunga,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Palpa,4,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Panchthar,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Parbat,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Parsa,4,52,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Bajhang,Pyuthan,4,53,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4
Bajhang,Ramechhap,4,54,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Bajhang,Rasuwa,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Rautahat,4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Rolpa,4,57,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2
Bajhang,Rukum,4,58,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Bajhang,Rupandehi,4,59,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1
Bajhang,Salyan,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Sankhuwasabha,4,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Saptari,4,62,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2
Bajhang,Sarlahi,4,63,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0
Bajhang,Sindhuli,4,64,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Bajhang,Sindhupalchok,4,65,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1
Bajhang,Siraha,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Solukhumbu,4,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Sunsari,4,68,3,0,-3,3,0,-3,3,0,-3,3,0,-3,3,0,-3
Bajhang,Surkhet,4,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Syangja,4,70,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Bajhang,Tanahu,4,71,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
Bajhang,Taplejung,4,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Terhathum,4,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajhang,Udayapur,4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Achham,5,0,8,12,4,8,12,4,8,12,4,8,12,4,8,12,4
Bajura,Arghakhanchi,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Baglung,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Baitadi,5,3,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Bajura,Bajhang,5,4,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Bajura,Bajura,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Banke,5,6,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0
Bajura,Bara,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Bardiya,5,8,1,7,6,1,7,6,1,7,6,1,7,6,1,7,6
Bajura,Bhaktapur,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Bhojpur,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Chitawan,5,11,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
Bajura,Dadeldhura,5,12,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2
Bajura,Dailekh,5,13,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Bajura,Dang,5,14,0,5,5,0,5,5,0,5,5,0,5,5,0,5,5
Bajura,Darchula,5,15,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1
Bajura,Dhading,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Dhankuta,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Dhanusha,5,18,1,4,3,1,4,3,1,4,3,1,4,3,1,4,3
Bajura,Dolakha,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Dolpa,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Doti,5,21,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4
Bajura,Gorkha,5,22,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Bajura,Gulmi,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Humla,5,24,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
Bajura,Ilam,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Jajarkot,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Jhapa,5,27,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1
Bajura,Jumla,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Kabhrepalanchok,5,29,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Bajura,Kailali,5,30,23,45,22,23,45,22,23,45,22,23,45,22,23,45,22
Bajura,Kalikot,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Kanchanpur,5,32,13,26,13,13,26,13,13,26,13,13,26,13,13,26,13
Bajura,Kapilbastu,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Kaski,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Kathmandu,5,35,14,13,-1,14,13,-1,14,13,-1,14,13,-1,14,13,-1
Bajura,Khotang,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Lalitpur,5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Lamjung,5,38,1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,0,-1
Bajura,Mahottari,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Makawanpur,5,40,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2
Bajura,Manang,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Morang,5,42,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Bajura,Mugu,5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Mustang,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Myagdi,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Nawalparasi,5,46,1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,0,-1
Bajura,Nuwakot,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Okhaldhunga,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Palpa,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Panchthar,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Parbat,5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Parsa,5,52,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Bajura,Pyuthan,5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Ramechhap,5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Rasuwa,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Rautahat,5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Rolpa,5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Rukum,5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Rupandehi,5,59,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0
Bajura,Salyan,5,60,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Bajura,Sankhuwasabha,5,61,1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,0,-1
Bajura,Saptari,5,62,2,1,-1,2,1,-1,2,1,-1,2,1,-1,2,1,-1
Bajura,Sarlahi,5,63,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Bajura,Sindhuli,5,64,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Bajura,Sindhupalchok,5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Siraha,5,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Solukhumbu,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Sunsari,5,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Surkhet,5,69,6,0,-6,6,0,-6,6,0,-6,6,0,-6,6,0,-6
Bajura,Syangja,5,70,1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,0,-1
Bajura,Tanahu,5,71,2,0,-2,2,0,-2,2,0,-2,2,0,-2,2,0,-2
Bajura,Taplejung,5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Terhathum,5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bajura,Udayapur,5,74,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1
Banke,Achham,6,0,81,126,45,81,126,45,81,126,45,81,126,45,81,126,45
Banke,Arghakhanchi,6,1,108,173,65,108,173,65,108,173,65,108,173,65,108,173,65
Banke,Baglung,6,2,39,78,39,39,78,39,39,78,39,39,78,39,39,78,39
Banke,Baitadi,6,3,22,46,24,22,46,24,22,46,24,22,46,24,22,46,24
Banke,Bajhang,6,4,1,5,4,1,5,4,1,5,4,1,5,4,1,5,4
Banke,Bajura,6,5,5,11,6,5,11,6,5,11,6,5,11,6,5,11,6
Banke,Banke,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banke,Bara,6,7,116,159,43,116,159,43,116,159,43,116,159,43,116,159,43
Banke,Bardiya,6,8,7178,10596,3418,6871,10205,3334,5972,8949,2977,5105,7765,2660,4442,6754,2312
Banke,Bhaktapur,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banke,Bhojpur,6,10,11,16,5,11,16,5,11,16,5,11,16,5,11,16,5
Banke,Chitawan,6,11,372,582,210,372,582,210,372,582,210,372,582,210,372,582,210
Banke,Dadeldhura,6,12,34,58,24,34,58,24,34,58,24,34,58,24,34,58,24
Banke,Dailekh,6,13,718,1214,496,718,1214,496,718,1214,496,718,1214,496,718,1214,496
Banke,Dang,6,14,2123,3418,1295,2123,3418,1295,2123,3418,1295,2119,3411,1292,2103,3381,1278
Banke,Darchula,6,15,8,16,8,8,16,8,8,16,8,8,16,8,8,16,8
Banke,Dhading,6,16,85,141,56,85,141,56,85,141,56,85,141,56,85,141,56
Banke,Dhankuta,6,17,20,42,22,20,42,22,20,42,22,20,42,22,20,42,22
Banke,Dhanusha,6,18,88,166,78,88,166,78,88,166,78,88,166,78,88,166,78
Banke,Dolakha,6,19,13,9,-4,13,9,-4,13,9,-4,13,9,-4,13,9,-4
Banke,Dolpa,6,20,38,76,38,38,76,38,38,76,38,38,76,38,38,76,38
Banke,Doti,6,21,37,59,22,37,59,22,37,59,22,37,59,22,37,59,22
Banke,Gorkha,6,22,85,205,120,85,205,120,85,205,120,85,205,120,85,205,120
Banke,Gulmi,6,23,55,97,42,55,97,42,55,97,42,55,97,42,55,97,42
Banke,Humla,6,24,30,49,19,30,49,19,30,49,19,30,49,19,30,49,19
Banke,Ilam,6,25,32,62,30,32,62,30,32,62,30,32,62,30,32,62,30
Banke,Jajarkot,6,26,254,395,141,254,395,141,254,395,141,254,395,141,254,395,141
Banke,Jhapa,6,27,123,178,55,123,178,55,123,178,55,123,178,55,123,178,55
Banke,Jumla,6,28,37,85,48,37,85,48,37,85,48,37,85,48,37,85,48
Banke,Kabhrepalanchok,6,29,82,127,45,82,127,45,82,127,45,82,127,45,82,127,45
Banke,Kailali,6,30,1250,1859,609,1250,1859,609,1250,1859,609,1250,1859,609,1250,1859,609
Banke,Kalikot,6,31,22,50,28,22,50,28,22,50,28,22,50,28,22,50,28
Banke,Kanchanpur,6,32,520,786,266,520,786,266,520,786,266,520,786,266,520,786,266
Banke,Kapilbastu,6,33,246,406,160,246,406,160,246,406,160,246,406,160,246,406,160
Banke,Kaski,6,34,281,509,228,281,509,228,281,509,228,281,509,228,281,509,228
Banke,Kathmandu,6,35,2892,3025,133,2892,3025,133,2892,3025,133,2892,3025,133,2892,3025,133
Banke,Khotang,6,36,13,24,11,13,24,11,13,24,11,13,24,11,13,24,11
Banke,Lalitpur,6,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banke,Lamjung,6,38,40,66,26,40,66,26,40,66,26,40,66,26,40,66,26
Banke,Mahottari,6,39,63,94,31,63,94,31,63,94,31,63,94,31,63,94,31
Banke,Makawanpur,6,40,97,198,101,97,198,101,97,198,101,97,198,101,97,198,101
Banke,Manang,6,41,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Banke,Morang,6,42,117,200,83,117,200,83,117,200,83,117,200,83,117,200,83
Banke,Mugu,6,43,35,67,32,35,67,32,35,67,32,35,67,32,35,67,32
Banke,Mustang,6,44,2,14,12,2,14,12,2,14,12,2,14,12,2,14,12
Banke,Myagdi,6,45,16,25,9,16,25,9,16,25,9,16,25,9,16,25,9
Banke,Nawalparasi,6,46,278,474,196,278,474,196,278,474,196,278,474,196,278,474,196
Banke,Nuwakot,6,47,39,59,20,39,59,20,39,59,20,39,59,20,39,59,20
Banke,Okhaldhunga,6,48,8,12,4,8,12,4,8,12,4,8,12,4,8,12,4
Banke,Palpa,6,49,59,109,50,59,109,50,59,109,50,59,109,50,59,109,50
Banke,Panchthar,6,50,18,14,-4,18,14,-4,18,14,-4,18,14,-4,18,14,-4
Banke,Parbat,6,51,40,67,27,40,67,27,40,67,27,40,67,27,40,67,27
Banke,Parsa,6,52,121,220,99,121,220,99,121,220,99,121,220,99,121,220,99
Banke,Pyuthan,6,53,145,261,116,145,261,116,145,261,116,145,261,116,145,261,116
Banke,Ramechhap,6,54,6,9,3,6,9,3,6,9,3,6,9,3,6,9,3
Banke,Rasuwa,6,55,6,4,-2,6,4,-2,6,4,-2,6,4,-2,6,4,-2
Banke,Rautahat,6,56,74,137,63,74,137,63,74,137,63,74,137,63,74,137,63
Banke,Rolpa,6,57,131,182,51,131,182,51,131,182,51,131,182,51,131,182,51
Banke,Rukum,6,58,238,497,259,238,497,259,238,497,259,238,497,259,238,497,259
Banke,Rupandehi,6,59,516,866,350,516,866,350,516,866,350,516,866,350,516,866,350
Banke,Salyan,6,60,732,1155,423,732,1155,423,732,1155,423,732,1155,423,714,1130,416
Banke,Sankhuwasabha,6,61,5,19,14,5,19,14,5,19,14,5,19,14,5,19,14
Banke,Saptari,6,62,86,122,36,86,122,36,86,122,36,86,122,36,86,122,36
Banke,Sarlahi,6,63,81,134,53,81,134,53,81,134,53,81,134,53,81,134,53
Banke,Sindhuli,6,64,32,66,34,32,66,34,32,66,34,32,66,34,32,66,34
Banke,Sindhupalchok,6,65,33,38,5,33,38,5,33,38,5,33,38,5,33,38,5
Banke,Siraha,6,66,61,68,7,61,68,7,61,68,7,61,68,7,61,68,7
Banke,Solukhumbu,6,67,11,9,-2,11,9,-2,11,9,-2,11,9,-2,11,9,-2
Banke,Sunsari,6,68,103,166,63,103,166,63,103,166,63,103,166,63,103,166,63
Banke,Surkhet,6,69,2588,4237,1649,2588,4237,1649,2588,4237,1649,2588,4237,1649,2531,4146,1615
Banke,Syangja,6,70,85,160,75,85,160,75,85,160,75,85,160,75,85,160,75
Banke,Tanahu,6,71,96,199,103,96,199,103,96,199,103,96,199,103,96,199,103
Banke,Taplejung,6,72,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0
Banke,Terhathum,6,73,8,9,1,8,9,1,8,9,1,8,9,1,8,9,1
Banke,Udayapur,6,74,30,49,19,30,49,19,30,49,19,30,49,19,30,49,19
Bara,Achham,7,0,3,4,1,3,4,1,3,4,1,3,4,1,3,4,1
Bara,Arghakhanchi,7,1,23,48,25,23,48,25,23,48,25,23,48,25,23,48,25
Bara,Baglung,7,2,47,92,45,47,92,45,47,92,45,47,92,45,47,92,45
Bara,Baitadi,7,3,5,8,3,5,8,3,5,8,3,5,8,3,5,8,3
Bara,Bajhang,7,4,1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,0,-1
Bara,Bajura,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bara,Banke,7,6,113,168,55,113,168,55,113,168,55,113,168,55,113,168,55
Bara,Bara,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bara,Bardiya,7,8,44,89,45,44,89,45,44,89,45,44,89,45,44,89,45
Bara,Bhaktapur,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bara,Bhojpur,7,10,8,23,15,8,23,15,8,23,15,8,23,15,8,23,15
Bara,Chitawan,7,11,2430,3219,789,2430,3219,789,2430,3219,789,2430,3219,789,2430,3219,789
Bara,Dadeldhura,7,12,5,6,1,5,6,1,5,6,1,5,6,1,5,6,1
Bara,Dailekh,7,13,14,21,7,14,21,7,14,21,7,14,21,7,14,21,7
Bara,Dang,7,14,106,223,117,106,223,117,106,223,117,106,223,117,106,223,117
Bara,Darchula,7,15,5,6,1,5,6,1,5,6,1,5,6,1,5,6,1
Bara,Dhading,7,16,370,474,104,370,474,104,370,474,104,370,474,104,370,474,104
Bara,Dhankuta,7,17,22,45,23,22,45,23,22,45,23,22,45,23,22,45,23
Bara,Dhanusha,7,18,673,948,275,673,948,275,673,948,275,673,948,275,673,948,275
Bara,Dolakha,7,19,49,26,-23,49,26,-23,49,26,-23,49,26,-23,49,26,-23
Bara,Dolpa,7,20,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Bara,Doti,7,21,10,13,3,10,13,3,10,13,3,10,13,3,10,13,3
Bara,Gorkha,7,22,251,438,187,251,438,187,251,438,187,251,438,187,251,438,187
Bara,Gulmi,7,23,23,55,32,23,55,32,23,55,32,23,55,32,23,55,32
Bara,Humla,7,24,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
Bara,Ilam,7,25,45,84,39,45,84,39,45,84,39,45,84,39,45,84,39
Bara,Jajarkot,7,26,3,1,-2,3,1,-2,3,1,-2,3,1,-2,3,1,-2
Bara,Jhapa,7,27,295,522,227,295,522,227,295,522,227,295,522,227,295,522,227
Bara,Jumla,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bara,Kabhrepalanchok,7,29,273,404,131,273,404,131,273,404,131,273,404,131,273,404,131
Bara,Kailali,7,30,89,142,53,89,142,53,89,142,53,89,142,53,89,142,53
Bara,Kalikot,7,31,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
Bara,Kanchanpur,7,32,41,70,29,41,70,29,41,70,29,41,70,29,41,70,29
Bara,Kapilbastu,7,33,59,124,65,59,124,65,59,124,65,59,124,65,59,124,65
Bara,Kaski,7,34,664,913,249,664,913,249,664,913,249,664,913,249,664,913,249
Bara,Kathmandu,7,35,7442,6212,-1230,7442,6212,-1230,7442,6212,-1230,7442,6212,-1230,7442,6212,-1230
Bara,Khotang,7,36,34,35,1,34,35,1,34,35,1,34,35,1,34,35,1
Bara,Lalitpur,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bara,Lamjung,7,38,116,118,2,116,118,2,116,118,2,116,118,2,116,118,2
Bara,Mahottari,7,39,407,695,288,407,695,288,407,695,288,407,695,288,407,695,288
Bara,Makawanpur,7,40,2848,3852,1004,2848,3852,1004,2837,3824,987,2590,3522,932,2452,3282,830
Bara,Manang,7,41,5,1,-4,5,1,-4,5,1,-4,5,1,-4,5,1,-4
Bara,Morang,7,42,352,608,256,352,608,256,352,608,256,352,608,256,352,608,256
Bara,Mugu,7,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bara,Mustang,7,44,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0
Bara,Myagdi,7,45,34,43,9,34,43,9,34,43,9,34,43,9,34,43,9
Bara,Nawalparasi,7,46,750,936,186,750,936,186,750,936,186,750,936,186,750,936,186
Bara,Nuwakot,7,47,139,179,40,139,179,40,139,179,40,139,179,40,139,179,40
