from,to,from_id,to_id,outflow 17-24,outflow 24-may1,above normal_0,outflow 17-24,outflow 24-may1,above normal_5,outflow 17-24,outflow 24-may1,above normal_10,outflow 17-24,outflow 24-may1,above normal_15,outflow 17-24,outflow 24-may1,above normal_20
Mahottari,Okhaldhunga,39,48,7,21,14,7,21,14,7,21,14,7,21,14,7,21,14
Mahottari,Palpa,39,49,11,18,7,11,18,7,11,18,7,11,18,7,11,18,7
Mahottari,Panchthar,39,50,18,37,19,18,37,19,18,37,19,18,37,19,18,37,19
Mahottari,Parbat,39,51,5,12,7,5,12,7,5,12,7,5,12,7,5,12,7
Mahottari,Parsa,39,52,468,681,213,468,681,213,468,681,213,468,681,213,468,681,213
Mahottari,Pyuthan,39,53,11,14,3,11,14,3,11,14,3,11,14,3,11,14,3
Mahottari,Ramechhap,39,54,59,76,17,59,76,17,59,76,17,59,76,17,59,76,17
Mahottari,Rasuwa,39,55,7,0,-7,7,0,-7,7,0,-7,7,0,-7,7,0,-7
Mahottari,Rautahat,39,56,494,728,234,494,728,234,494,728,234,494,728,234,494,728,234
Mahottari,Rolpa,39,57,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1
Mahottari,Rukum,39,58,3,4,1,3,4,1,3,4,1,3,4,1,3,4,1
Mahottari,Rupandehi,39,59,123,187,64,123,187,64,123,187,64,123,187,64,123,187,64
Mahottari,Salyan,39,60,10,12,2,10,12,2,10,12,2,10,12,2,10,12,2
Mahottari,Sankhuwasabha,39,61,10,27,17,10,27,17,10,27,17,10,27,17,10,27,17
Mahottari,Saptari,39,62,264,424,160,264,424,160,264,424,160,264,424,160,264,424,160
Mahottari,Sarlahi,39,63,5277,8523,3246,5179,8334,3155,4681,7547,2866,3955,6492,2537,3375,5525,2150
Mahottari,Sindhuli,39,64,929,1396,467,929,1396,467,929,1396,467,731,1160,429,651,1019,368
Mahottari,Sindhupalchok,39,65,29,40,11,29,40,11,29,40,11,29,40,11,29,40,11
Mahottari,Siraha,39,66,1233,1841,608,1233,1841,608,1233,1841,608,1233,1841,608,1233,1841,608
Mahottari,Solukhumbu,39,67,14,14,0,14,14,0,14,14,0,14,14,0,14,14,0
Mahottari,Sunsari,39,68,253,390,137,253,390,137,253,390,137,253,390,137,253,390,137
Mahottari,Surkhet,39,69,34,48,14,34,48,14,34,48,14,34,48,14,34,48,14
Mahottari,Syangja,39,70,16,35,19,16,35,19,16,35,19,16,35,19,16,35,19
Mahottari,Tanahu,39,71,46,77,31,46,77,31,46,77,31,46,77,31,46,77,31
Mahottari,Taplejung,39,72,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1
Mahottari,Terhathum,39,73,4,15,11,4,15,11,4,15,11,4,15,11,4,15,11
Mahottari,Udayapur,39,74,188,282,94,188,282,94,188,282,94,188,282,94,188,282,94
Makawanpur,Achham,40,0,6,16,10,6,16,10,6,16,10,6,16,10,6,16,10
Makawanpur,Arghakhanchi,40,1,23,53,30,23,53,30,23,53,30,23,53,30,23,53,30
Makawanpur,Baglung,40,2,36,70,34,36,70,34,36,70,34,36,70,34,36,70,34
Makawanpur,Baitadi,40,3,13,8,-5,13,8,-5,13,8,-5,13,8,-5,13,8,-5
Makawanpur,Bajhang,40,4,3,0,-3,3,0,-3,3,0,-3,3,0,-3,3,0,-3
Makawanpur,Bajura,40,5,1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,0,-1
Makawanpur,Banke,40,6,115,168,53,115,168,53,115,168,53,115,168,53,115,168,53
Makawanpur,Bara,40,7,2983,4714,1731,2983,4714,1731,2971,4691,1720,2721,4349,1628,2543,4087,1544
Makawanpur,Bardiya,40,8,130,200,70,130,200,70,130,200,70,130,200,70,130,200,70
Makawanpur,Bhaktapur,40,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Makawanpur,Bhojpur,40,10,18,36,18,18,36,18,18,36,18,18,36,18,18,36,18
Makawanpur,Chitawan,40,11,3029,4380,1351,3029,4380,1351,3029,4380,1351,3029,4380,1351,2829,4080,1251
Makawanpur,Dadeldhura,40,12,8,11,3,8,11,3,8,11,3,8,11,3,8,11,3
Makawanpur,Dailekh,40,13,12,21,9,12,21,9,12,21,9,12,21,9,12,21,9
Makawanpur,Dang,40,14,142,166,24,142,166,24,142,166,24,142,166,24,142,166,24
Makawanpur,Darchula,40,15,5,6,1,5,6,1,5,6,1,5,6,1,5,6,1
Makawanpur,Dhading,40,16,1186,2100,914,1068,1732,664,899,1460,561,699,1097,398,637,996,359
Makawanpur,Dhankuta,40,17,65,102,37,65,102,37,65,102,37,65,102,37,65,102,37
Makawanpur,Dhanusha,40,18,314,523,209,314,523,209,314,523,209,314,523,209,314,523,209
Makawanpur,Dolakha,40,19,74,31,-43,74,31,-43,74,31,-43,74,31,-43,74,31,-43
Makawanpur,Dolpa,40,20,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2
Makawanpur,Doti,40,21,12,20,8,12,20,8,12,20,8,12,20,8,12,20,8
Makawanpur,Gorkha,40,22,290,599,309,290,599,309,290,599,309,290,599,309,290,599,309
Makawanpur,Gulmi,40,23,26,68,42,26,68,42,26,68,42,26,68,42,26,68,42
Makawanpur,Humla,40,24,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Makawanpur,Ilam,40,25,85,152,67,85,152,67,85,152,67,85,152,67,85,152,67
Makawanpur,Jajarkot,40,26,7,11,4,7,11,4,7,11,4,7,11,4,7,11,4
Makawanpur,Jhapa,40,27,376,641,265,376,641,265,376,641,265,376,641,265,376,641,265
Makawanpur,Jumla,40,28,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3
Makawanpur,Kabhrepalanchok,40,29,407,792,385,407,792,385,407,792,385,407,792,385,407,792,385
Makawanpur,Kailali,40,30,104,171,67,104,171,67,104,171,67,104,171,67,104,171,67
Makawanpur,Kalikot,40,31,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3
Makawanpur,Kanchanpur,40,32,69,108,39,69,108,39,69,108,39,69,108,39,69,108,39
Makawanpur,Kapilbastu,40,33,68,102,34,68,102,34,68,102,34,68,102,34,68,102,34
Makawanpur,Kaski,40,34,658,1004,346,658,1004,346,658,1004,346,658,1004,346,658,1004,346
Makawanpur,Kathmandu,40,35,9983,11777,1794,9960,11766,1806,9726,11518,1792,8950,10722,1772,8223,9949,1726
Makawanpur,Khotang,40,36,48,87,39,48,87,39,48,87,39,48,87,39,48,87,39
Makawanpur,Lalitpur,40,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Makawanpur,Lamjung,40,38,128,170,42,128,170,42,128,170,42,128,170,42,128,170,42
Makawanpur,Mahottari,40,39,301,498,197,301,498,197,301,498,197,301,498,197,301,498,197
Makawanpur,Makawanpur,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Makawanpur,Manang,40,41,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2
Makawanpur,Morang,40,42,427,641,214,427,641,214,427,641,214,427,641,214,427,641,214
Makawanpur,Mugu,40,43,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1
Makawanpur,Mustang,40,44,15,4,-11,15,4,-11,15,4,-11,15,4,-11,15,4,-11
Makawanpur,Myagdi,40,45,25,46,21,25,46,21,25,46,21,25,46,21,25,46,21
Makawanpur,Nawalparasi,40,46,461,798,337,461,798,337,461,798,337,461,798,337,461,798,337
Makawanpur,Nuwakot,40,47,377,597,220,377,597,220,377,597,220,352,523,171,258,422,164
Makawanpur,Okhaldhunga,40,48,11,28,17,11,28,17,11,28,17,11,28,17,11,28,17
Makawanpur,Palpa,40,49,30,83,53,30,83,53,30,83,53,30,83,53,30,83,53
Makawanpur,Panchthar,40,50,48,82,34,48,82,34,48,82,34,48,82,34,48,82,34
Makawanpur,Parbat,40,51,35,47,12,35,47,12,35,47,12,35,47,12,35,47,12
Makawanpur,Parsa,40,52,1824,2869,1045,1824,2869,1045,1824,2869,1045,1824,2869,1045,1817,2859,1042
Makawanpur,Pyuthan,40,53,26,23,-3,26,23,-3,26,23,-3,26,23,-3,26,23,-3
Makawanpur,Ramechhap,40,54,24,50,26,24,50,26,24,50,26,24,50,26,24,50,26
Makawanpur,Rasuwa,40,55,29,10,-19,29,10,-19,29,10,-19,29,10,-19,29,10,-19
Makawanpur,Rautahat,40,56,844,1667,823,844,1667,823,844,1667,823,844,1667,823,844,1667,823
Makawanpur,Rolpa,40,57,10,23,13,10,23,13,10,23,13,10,23,13,10,23,13
Makawanpur,Rukum,40,58,13,21,8,13,21,8,13,21,8,13,21,8,13,21,8
Makawanpur,Rupandehi,40,59,329,514,185,329,514,185,329,514,185,329,514,185,329,514,185
Makawanpur,Salyan,40,60,18,22,4,18,22,4,18,22,4,18,22,4,18,22,4
Makawanpur,Sankhuwasabha,40,61,25,58,33,25,58,33,25,58,33,25,58,33,25,58,33
Makawanpur,Saptari,40,62,162,279,117,162,279,117,162,279,117,162,279,117,162,279,117
Makawanpur,Sarlahi,40,63,758,1389,631,758,1389,631,758,1389,631,758,1389,631,758,1389,631
Makawanpur,Sindhuli,40,64,222,447,225,222,447,225,222,447,225,222,447,225,222,447,225
Makawanpur,Sindhupalchok,40,65,114,204,90,114,204,90,114,204,90,114,204,90,114,204,90
Makawanpur,Siraha,40,66,147,269,122,147,269,122,147,269,122,147,269,122,147,269,122
Makawanpur,Solukhumbu,40,67,20,35,15,20,35,15,20,35,15,20,35,15,20,35,15
Makawanpur,Sunsari,40,68,353,606,253,353,606,253,353,606,253,353,606,253,353,606,253
Makawanpur,Surkhet,40,69,81,76,-5,81,76,-5,81,76,-5,81,76,-5,81,76,-5
Makawanpur,Syangja,40,70,104,152,48,104,152,48,104,152,48,104,152,48,104,152,48
Makawanpur,Tanahu,40,71,319,418,99,319,418,99,319,418,99,319,418,99,319,418,99
Makawanpur,Taplejung,40,72,4,10,6,4,10,6,4,10,6,4,10,6,4,10,6
Makawanpur,Terhathum,40,73,15,32,17,15,32,17,15,32,17,15,32,17,15,32,17
Makawanpur,Udayapur,40,74,155,267,112,155,267,112,155,267,112,155,267,112,155,267,112
Manang,Achham,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Arghakhanchi,41,1,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2
Manang,Baglung,41,2,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Manang,Baitadi,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Bajhang,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Bajura,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Banke,41,6,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1
Manang,Bara,41,7,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3
Manang,Bardiya,41,8,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1
Manang,Bhaktapur,41,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Bhojpur,41,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Chitawan,41,11,3,9,6,3,9,6,3,9,6,3,9,6,3,9,6
Manang,Dadeldhura,41,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Dailekh,41,13,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Manang,Dang,41,14,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0
Manang,Darchula,41,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Dhading,41,16,1,5,4,1,5,4,1,5,4,1,5,4,1,5,4
Manang,Dhankuta,41,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Dhanusha,41,18,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0
Manang,Dolakha,41,19,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Manang,Dolpa,41,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Doti,41,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Gorkha,41,22,13,25,12,13,25,12,13,25,12,13,25,12,13,25,12
Manang,Gulmi,41,23,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1
Manang,Humla,41,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Ilam,41,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Jajarkot,41,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Jhapa,41,27,2,1,-1,2,1,-1,2,1,-1,2,1,-1,2,1,-1
Manang,Jumla,41,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Kabhrepalanchok,41,29,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
Manang,Kailali,41,30,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
Manang,Kalikot,41,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Kanchanpur,41,32,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
Manang,Kapilbastu,41,33,1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,0,-1
Manang,Kaski,41,34,20,30,10,20,30,10,20,30,10,20,30,10,20,30,10
Manang,Kathmandu,41,35,25,21,-4,25,21,-4,25,21,-4,25,21,-4,25,21,-4
Manang,Khotang,41,36,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Manang,Lalitpur,41,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Lamjung,41,38,21,20,-1,21,20,-1,21,20,-1,21,20,-1,21,20,-1
Manang,Mahottari,41,39,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Manang,Makawanpur,41,40,1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,0,-1
Manang,Manang,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Morang,41,42,1,4,3,1,4,3,1,4,3,1,4,3,1,4,3
Manang,Mugu,41,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Mustang,41,44,14,2,-12,14,2,-12,14,2,-12,14,2,-12,14,2,-12
Manang,Myagdi,41,45,2,1,-1,2,1,-1,2,1,-1,2,1,-1,2,1,-1
Manang,Nawalparasi,41,46,1,5,4,1,5,4,1,5,4,1,5,4,1,5,4
Manang,Nuwakot,41,47,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Manang,Okhaldhunga,41,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Palpa,41,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Panchthar,41,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Parbat,41,51,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Manang,Parsa,41,52,2,0,-2,2,0,-2,2,0,-2,2,0,-2,2,0,-2
Manang,Pyuthan,41,53,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2
Manang,Ramechhap,41,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Rasuwa,41,55,3,0,-3,3,0,-3,3,0,-3,3,0,-3,3,0,-3
Manang,Rautahat,41,56,1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,0,-1
Manang,Rolpa,41,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Rukum,41,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Rupandehi,41,59,2,6,4,2,6,4,2,6,4,2,6,4,2,6,4
Manang,Salyan,41,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Sankhuwasabha,41,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Saptari,41,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Sarlahi,41,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Sindhuli,41,64,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1
Manang,Sindhupalchok,41,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Siraha,41,66,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
Manang,Solukhumbu,41,67,1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,0,-1
Manang,Sunsari,41,68,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2
Manang,Surkhet,41,69,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Manang,Syangja,41,70,4,6,2,4,6,2,4,6,2,4,6,2,4,6,2
Manang,Tanahu,41,71,9,10,1,9,10,1,9,10,1,9,10,1,9,10,1
Manang,Taplejung,41,72,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Manang,Terhathum,41,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manang,Udayapur,41,74,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2
Morang,Achham,42,0,8,15,7,8,15,7,8,15,7,8,15,7,8,15,7
Morang,Arghakhanchi,42,1,26,37,11,26,37,11,26,37,11,26,37,11,26,37,11
Morang,Baglung,42,2,30,48,18,30,48,18,30,48,18,30,48,18,30,48,18
Morang,Baitadi,42,3,12,14,2,12,14,2,12,14,2,12,14,2,12,14,2
Morang,Bajhang,42,4,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2
Morang,Bajura,42,5,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Morang,Banke,42,6,109,212,103,109,212,103,109,212,103,109,212,103,109,212,103
Morang,Bara,42,7,383,616,233,383,616,233,383,616,233,383,616,233,383,616,233
Morang,Bardiya,42,8,61,93,32,61,93,32,61,93,32,61,93,32,61,93,32
Morang,Bhaktapur,42,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morang,Bhojpur,42,10,933,1438,505,933,1438,505,933,1438,505,933,1438,505,933,1438,505
Morang,Chitawan,42,11,651,1021,370,651,1021,370,651,1021,370,651,1021,370,651,1021,370
Morang,Dadeldhura,42,12,2,14,12,2,14,12,2,14,12,2,14,12,2,14,12
Morang,Dailekh,42,13,14,27,13,14,27,13,14,27,13,14,27,13,14,27,13
Morang,Dang,42,14,158,221,63,158,221,63,158,221,63,158,221,63,158,221,63
Morang,Darchula,42,15,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3
Morang,Dhading,42,16,204,286,82,204,286,82,204,286,82,204,286,82,204,286,82
Morang,Dhankuta,42,17,2858,4322,1464,2858,4322,1464,2712,4108,1396,2645,4006,1361,2568,3893,1325
Morang,Dhanusha,42,18,904,1455,551,904,1455,551,904,1455,551,904,1455,551,904,1455,551
Morang,Dolakha,42,19,49,19,-30,49,19,-30,49,19,-30,49,19,-30,49,19,-30
Morang,Dolpa,42,20,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1
Morang,Doti,42,21,7,12,5,7,12,5,7,12,5,7,12,5,7,12,5
Morang,Gorkha,42,22,143,257,114,143,257,114,143,257,114,143,257,114,143,257,114
Morang,Gulmi,42,23,15,44,29,15,44,29,15,44,29,15,44,29,15,44,29
Morang,Humla,42,24,1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,0,-1
Morang,Ilam,42,25,1896,2546,650,1896,2546,650,1893,2537,644,1782,2371,589,1693,2271,578
Morang,Jajarkot,42,26,3,4,1,3,4,1,3,4,1,3,4,1,3,4,1
Morang,Jhapa,42,27,17095,23537,6442,17095,23537,6442,13905,19544,5639,12654,17853,5199,11459,16313,4854
Morang,Jumla,42,28,2,1,-1,2,1,-1,2,1,-1,2,1,-1,2,1,-1
Morang,Kabhrepalanchok,42,29,200,370,170,200,370,170,200,370,170,200,370,170,200,370,170
Morang,Kailali,42,30,162,251,89,162,251,89,162,251,89,162,251,89,162,251,89
Morang,Kalikot,42,31,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1
Morang,Kanchanpur,42,32,64,110,46,64,110,46,64,110,46,64,110,46,64,110,46
Morang,Kapilbastu,42,33,65,84,19,65,84,19,65,84,19,65,84,19,65,84,19
Morang,Kaski,42,34,479,646,167,479,646,167,479,646,167,479,646,167,479,646,167
Morang,Kathmandu,42,35,10320,12076,1756,10320,12076,1756,10320,12076,1756,10320,12076,1756,10320,12076,1756
Morang,Khotang,42,36,476,803,327,476,803,327,476,803,327,476,803,327,476,803,327
Morang,Lalitpur,42,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morang,Lamjung,42,38,32,96,64,32,96,64,32,96,64,32,96,64,32,96,64
Morang,Mahottari,42,39,349,602,253,349,602,253,349,602,253,349,602,253,349,602,253
Morang,Makawanpur,42,40,364,665,301,364,665,301,364,665,301,364,665,301,364,665,301
Morang,Manang,42,41,2,0,-2,2,0,-2,2,0,-2,2,0,-2,2,0,-2
Morang,Morang,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morang,Mugu,42,43,3,0,-3,3,0,-3,3,0,-3,3,0,-3,3,0,-3
Morang,Mustang,42,44,6,9,3,6,9,3,6,9,3,6,9,3,6,9,3
Morang,Myagdi,42,45,21,33,12,21,33,12,21,33,12,21,33,12,21,33,12
Morang,Nawalparasi,42,46,187,374,187,187,374,187,187,374,187,187,374,187,187,374,187
Morang,Nuwakot,42,47,54,113,59,54,113,59,54,113,59,54,113,59,54,113,59
Morang,Okhaldhunga,42,48,90,144,54,90,144,54,90,144,54,90,144,54,90,144,54
Morang,Palpa,42,49,43,52,9,43,52,9,43,52,9,43,52,9,43,52,9
Morang,Panchthar,42,50,1139,1717,578,1139,1717,578,1136,1710,574,1109,1661,552,1082,1635,553
Morang,Parbat,42,51,16,19,3,16,19,3,16,19,3,16,19,3,16,19,3
Morang,Parsa,42,52,437,620,183,437,620,183,437,620,183,437,620,183,437,620,183
Morang,Pyuthan,42,53,23,40,17,23,40,17,23,40,17,23,40,17,23,40,17
Morang,Ramechhap,42,54,26,58,32,26,58,32,26,58,32,26,58,32,26,58,32
Morang,Rasuwa,42,55,10,7,-3,10,7,-3,10,7,-3,10,7,-3,10,7,-3
Morang,Rautahat,42,56,177,329,152,177,329,152,177,329,152,177,329,152,177,329,152
Morang,Rolpa,42,57,10,19,9,10,19,9,10,19,9,10,19,9,10,19,9
Morang,Rukum,42,58,9,13,4,9,13,4,9,13,4,9,13,4,9,13,4
Morang,Rupandehi,42,59,342,488,146,342,488,146,342,488,146,342,488,146,342,488,146
Morang,Salyan,42,60,13,27,14,13,27,14,13,27,14,13,27,14,13,27,14
Morang,Sankhuwasabha,42,61,1675,2627,952,1675,2627,952,1675,2627,952,1675,2627,952,1675,2627,952
Morang,Saptari,42,62,3332,5394,2062,3332,5394,2062,3332,5394,2062,3332,5394,2062,3332,5394,2062
Morang,Sarlahi,42,63,453,699,246,453,699,246,453,699,246,453,699,246,453,699,246
Morang,Sindhuli,42,64,236,491,255,236,491,255,236,491,255,236,491,255,236,491,255
Morang,Sindhupalchok,42,65,75,130,55,75,130,55,75,130,55,75,130,55,75,130,55
Morang,Siraha,42,66,1515,2866,1351,1515,2866,1351,1515,2866,1351,1515,2866,1351,1515,2866,1351
Morang,Solukhumbu,42,67,133,181,48,133,181,48,133,181,48,133,181,48,133,181,48
Morang,Sunsari,42,68,26650,34969,8319,25915,33953,8038,21485,28634,7149,17658,23446,5788,14163,19101,4938
Morang,Surkhet,42,69,50,88,38,50,88,38,50,88,38,50,88,38,50,88,38
Morang,Syangja,42,70,72,116,44,72,116,44,72,116,44,72,116,44,72,116,44
Morang,Tanahu,42,71,137,210,73,137,210,73,137,210,73,137,210,73,137,210,73
Morang,Taplejung,42,72,266,352,86,266,352,86,266,352,86,266,352,86,266,352,86
Morang,Terhathum,42,73,961,1506,545,961,1506,545,961,1506,545,961,1506,545,957,1499,542
Morang,Udayapur,42,74,1820,2607,787,1820,2607,787,1820,2607,787,1820,2607,787,1820,2607,787
Mugu,Achham,43,0,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2
Mugu,Arghakhanchi,43,1,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3
Mugu,Baglung,43,2,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2
Mugu,Baitadi,43,3,1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,0,-1
Mugu,Bajhang,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mugu,Bajura,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
